id,latitude,longitude,battery_level,captive,time_stamp
345d509b-a2ea-4d9e-9fe2-3336212e169c,34.417877630362675,-119.86879401851431,38,False,1549627204
81aecb0f-d490-4416-b060-041a31d76d8c,34.40932,-119.86033666666664,36,False,1549627204
7c0b1280-9406-4a0f-87d4-7524d8e56de8,34.4097489,-119.8607726,100,False,1549627204
8babe99b-89c4-4fc0-a627-ea8142cea5ba,34.41723666666667,-119.85884166666668,60,False,1549627204
5a48d83a-2e18-4af8-aa0c-2f7ba6af685d,34.41349,-119.86128166666668,35,False,1549627204
94e21b8d-2be4-4906-9618-5431da0fab89,34.41119833333333,-119.85959666666668,93,False,1549627204
753208e4-3352-44ff-81f8-c8d69774ad21,34.41683166666667,-119.85516333333337,36,False,1549627204
b064d79e-56f1-4767-924c-65894384f03b,34.41337166666666,-119.85987166666668,34,False,1549627204
92352121-e480-4027-b30d-2cd50b97a801,34.41440166666666,-119.85846,72,False,1549627204
747c7fda-0970-49f1-8d90-c9c21dbaed27,34.41036166666667,-119.85503333333332,62,False,1549627204
13b154be-14f7-4cd9-a676-3076a8e7e230,34.41576833333333,-119.85524666666667,77,False,1549627204
184b0148-df29-4925-b5a2-aa96b596cef1,34.411408351766326,-119.85535397205489,75,False,1549627204
fb8ce253-20d4-4846-b630-69883a13ad62,34.41326833333333,-119.85713166666667,65,False,1549627204
81f3c015-fc71-4d2f-8398-35778208a296,34.41323833333333,-119.85713166666667,42,False,1549627204
b330c745-b7c8-48e8-8a0c-4039b6ff7e21,34.41375,-119.85456833333336,74,False,1549627204
19d35421-8ea1-403e-8aef-d7240a0a2595,34.41288833333333,-119.85546166666668,56,False,1549627204
ee4b96cd-b33d-4665-910a-584de45b6977,34.411198999999996,-119.861919,97,False,1549627204
d193ee65-e9e2-45f9-8192-d2f177b47957,34.413623814503104,-119.86229293059543,100,False,1549627204
09a34430-0549-4503-86c7-372078a2c1cd,34.41637833333333,-119.85662833333332,73,False,1549627204
f7bf881d-c790-4bb7-8a78-6e8cd0feee12,34.41124666666666,-119.862045,84,False,1549627204
cd1a558f-4bab-46cc-bc28-4bffd9710b78,34.411052000000005,-119.861957,98,False,1549627204
848c0442-17f7-470a-916e-5550728d8434,34.40976333333333,-119.868065,80,False,1549627204
50cca6a5-55bf-422d-8072-f5c4eca3c934,34.40976666666666,-119.86805666666666,80,False,1549627204
8a516ce0-a425-4015-95de-71e7fa53a3d6,34.41010333333334,-119.86800333333332,35,False,1549627204
eca85842-1da0-4120-ba21-9f061e7febf6,34.41237333333333,-119.86801166666667,88,False,1549627204
af0f4cd6-3dd3-482d-8378-ca09c78ae5de,34.40940166666667,-119.86516499999999,41,False,1549627204
651598fd-19ff-4466-9fdb-967ec3917af1,34.41093,-119.86399833333334,78,False,1549627204
997a6090-5e93-4bcd-8ff1-3a82145d2c35,34.409725,-119.86317499999998,91,False,1549627204
ca0940e5-867c-4bd0-b135-52a776d88c20,34.411152,-119.868574,82,False,1549627204
ed6278fc-025a-48ca-b2a7-7b1f9c65b70a,34.40987333333333,-119.86292333333334,61,False,1549627204
15069fec-26d6-4c3f-be0d-64fb2797580a,34.409695000000006,-119.86224333333332,66,False,1549627204
54df5d74-235d-459e-a950-106079162440,34.41041166666666,-119.86251,81,False,1549627204
31824e62-e726-4a9c-8ac5-f032fc3fa85f,34.409626,-119.86186799999999,63,False,1549627204
94e6dd01-ef46-4981-a1b4-01c9a8969afc,34.416017,-119.862269,100,False,1549627204
8f04e055-d6ec-4a41-9be5-5dd864e74dc8,34.4121921435319,-119.86254011291996,66,False,1549627204
3bb235d6-4d65-48ac-aaf3-7b99bdb08e24,34.416180000000004,-119.86152666666666,85,False,1549627204
b022fa17-88cf-473c-b04d-e48277543475,34.40972166666666,-119.86313666666668,85,False,1549627204
d193ee65-e9e2-45f9-8192-d2f177b47957,34.413623814503104,-119.86229293059543,100,False,1549627804
81aecb0f-d490-4416-b060-041a31d76d8c,34.40932,-119.86033666666664,36,False,1549627804
7c0b1280-9406-4a0f-87d4-7524d8e56de8,34.4097489,-119.8607726,100,False,1549627804
8babe99b-89c4-4fc0-a627-ea8142cea5ba,34.417233333333336,-119.85884833333333,60,False,1549627804
5a48d83a-2e18-4af8-aa0c-2f7ba6af685d,34.41348333333334,-119.86128166666668,34,False,1549627804
94e21b8d-2be4-4906-9618-5431da0fab89,34.41119833333333,-119.85959666666668,93,False,1549627804
753208e4-3352-44ff-81f8-c8d69774ad21,34.41684,-119.85514,35,False,1549627804
b064d79e-56f1-4767-924c-65894384f03b,34.41337166666666,-119.85987166666668,34,False,1549627804
184b0148-df29-4925-b5a2-aa96b596cef1,34.411408351766326,-119.85535397205489,75,False,1549627804
92352121-e480-4027-b30d-2cd50b97a801,34.414405,-119.85846,72,False,1549627804
747c7fda-0970-49f1-8d90-c9c21dbaed27,34.41036666666666,-119.85502666666667,62,False,1549627804
13b154be-14f7-4cd9-a676-3076a8e7e230,34.41576833333333,-119.85524666666667,77,False,1549627804
fb8ce253-20d4-4846-b630-69883a13ad62,34.413273333333336,-119.85714666666668,65,False,1549627804
81f3c015-fc71-4d2f-8398-35778208a296,34.413241666666664,-119.85713166666667,42,False,1549627804
f33e286d-78a0-4bd7-9a39-6c656d6d5034,34.41319646316991,-119.8537940160556,28,False,1549627804
b330c745-b7c8-48e8-8a0c-4039b6ff7e21,34.41375,-119.85456833333336,74,False,1549627804
09a34430-0549-4503-86c7-372078a2c1cd,34.41637833333333,-119.85663666666666,73,False,1549627804
19d35421-8ea1-403e-8aef-d7240a0a2595,34.41288833333333,-119.85546166666668,56,False,1549627804
cd1a558f-4bab-46cc-bc28-4bffd9710b78,34.411021000000005,-119.86191399999998,98,False,1549627804
ee4b96cd-b33d-4665-910a-584de45b6977,34.411097,-119.86198799999998,97,False,1549627804
f7bf881d-c790-4bb7-8a78-6e8cd0feee12,34.41124333333333,-119.86203833333332,84,False,1549627804
ca0940e5-867c-4bd0-b135-52a776d88c20,34.411103000000004,-119.868567,82,False,1549627804
848c0442-17f7-470a-916e-5550728d8434,34.40976333333333,-119.868065,80,False,1549627804
50cca6a5-55bf-422d-8072-f5c4eca3c934,34.40978166666666,-119.868065,80,False,1549627804
8a516ce0-a425-4015-95de-71e7fa53a3d6,34.41010333333334,-119.86800333333332,35,False,1549627804
eca85842-1da0-4120-ba21-9f061e7febf6,34.41236833333333,-119.86801833333332,88,False,1549627804
af0f4cd6-3dd3-482d-8378-ca09c78ae5de,34.40940166666667,-119.86516499999999,41,False,1549627804
651598fd-19ff-4466-9fdb-967ec3917af1,34.41093,-119.86399833333334,78,False,1549627804
345d509b-a2ea-4d9e-9fe2-3336212e169c,34.417877630362675,-119.86879401851431,38,False,1549627804
b022fa17-88cf-473c-b04d-e48277543475,34.40972166666666,-119.86313666666668,85,False,1549627804
ed6278fc-025a-48ca-b2a7-7b1f9c65b70a,34.409866666666666,-119.86293833333332,61,False,1549627804
15069fec-26d6-4c3f-be0d-64fb2797580a,34.409695000000006,-119.86224333333332,66,False,1549627804
54df5d74-235d-459e-a950-106079162440,34.41041499999999,-119.86251,80,False,1549627804
31824e62-e726-4a9c-8ac5-f032fc3fa85f,34.409471999999994,-119.861829,63,False,1549627804
94e6dd01-ef46-4981-a1b4-01c9a8969afc,34.415974,-119.862145,100,False,1549627804
8f04e055-d6ec-4a41-9be5-5dd864e74dc8,34.4121921435319,-119.86254011291996,66,False,1549627804
997a6090-5e93-4bcd-8ff1-3a82145d2c35,34.409695000000006,-119.86318999999999,89,False,1549627804
3bb235d6-4d65-48ac-aaf3-7b99bdb08e24,34.416180000000004,-119.86152666666666,85,False,1549627804
3bb235d6-4d65-48ac-aaf3-7b99bdb08e24,34.416183333333336,-119.86152666666666,85,False,1549628404
8f04e055-d6ec-4a41-9be5-5dd864e74dc8,34.4121921435319,-119.86254011291996,66,False,1549628404
94e6dd01-ef46-4981-a1b4-01c9a8969afc,34.416106,-119.862276,100,False,1549628404
31824e62-e726-4a9c-8ac5-f032fc3fa85f,34.409487,-119.861843,63,False,1549628404
54df5d74-235d-459e-a950-106079162440,34.41041499999999,-119.86251,80,False,1549628404
15069fec-26d6-4c3f-be0d-64fb2797580a,34.409695000000006,-119.86224333333332,66,False,1549628404
ed6278fc-025a-48ca-b2a7-7b1f9c65b70a,34.40988166666667,-119.86298333333336,61,False,1549628404
af0f4cd6-3dd3-482d-8378-ca09c78ae5de,34.40940166666667,-119.86516499999999,41,False,1549628404
997a6090-5e93-4bcd-8ff1-3a82145d2c35,34.40969166666666,-119.86318166666666,89,False,1549628404
651598fd-19ff-4466-9fdb-967ec3917af1,34.41093,-119.86399833333334,78,False,1549628404
eca85842-1da0-4120-ba21-9f061e7febf6,34.41236833333333,-119.86801833333332,88,False,1549628404
8a516ce0-a425-4015-95de-71e7fa53a3d6,34.41010333333334,-119.86800333333332,35,False,1549628404
50cca6a5-55bf-422d-8072-f5c4eca3c934,34.409775,-119.868065,80,False,1549628404
848c0442-17f7-470a-916e-5550728d8434,34.40976666666666,-119.868065,80,False,1549628404
f7bf881d-c790-4bb7-8a78-6e8cd0feee12,34.411235000000005,-119.862045,84,False,1549628404
b022fa17-88cf-473c-b04d-e48277543475,34.40972166666666,-119.86313666666668,85,False,1549628404
cd1a558f-4bab-46cc-bc28-4bffd9710b78,34.411171,-119.861997,98,False,1549628404
09a34430-0549-4503-86c7-372078a2c1cd,34.41637833333333,-119.85663666666666,73,False,1549628404
d193ee65-e9e2-45f9-8192-d2f177b47957,34.413623814503104,-119.86229293059543,100,False,1549628404
ca0940e5-867c-4bd0-b135-52a776d88c20,34.411131,-119.868604,82,False,1549628404
19d35421-8ea1-403e-8aef-d7240a0a2595,34.41288333333333,-119.85546166666668,56,False,1549628404
b330c745-b7c8-48e8-8a0c-4039b6ff7e21,34.41375,-119.85456833333336,74,False,1549628404
f33e286d-78a0-4bd7-9a39-6c656d6d5034,34.41319646316991,-119.8537940160556,28,False,1549628404
81f3c015-fc71-4d2f-8398-35778208a296,34.41323833333333,-119.85713166666667,41,False,1549628404
184b0148-df29-4925-b5a2-aa96b596cef1,34.411408351766326,-119.85535397205489,75,False,1549628404
13b154be-14f7-4cd9-a676-3076a8e7e230,34.41582833333334,-119.85523166666664,76,False,1549628404
ee4b96cd-b33d-4665-910a-584de45b6977,34.411108,-119.86195900000001,97,False,1549628404
